01-02 09:31:01,549326 [INFOR] [userlog] 当前:2024-01-02 09:31:01 用户:cxh 登录成功
01-02 09:31:07,132572 [INFOR] [userlog] 当前:2024-01-02 09:31:07 用户:cxh 退出登录
01-02 09:31:12,454902 [INFOR] [userlog] 当前:2024-01-02 09:31:12 用户:wwh 登录成功
01-02 19:26:11,793441 [INFOR] [userlog] 当前:2024-01-02 19:26:11 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_244001.zip, id:2213
01-02 19:26:13,317969 [INFOR] [userlog] 当前:2024-01-02 19:26:13 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_243601.zip, id:2214
01-02 19:26:13,789544 [INFOR] [userlog] 当前:2024-01-02 19:26:13 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_243601.zip, id:2214
01-02 19:26:15,484340 [INFOR] [userlog] 当前:2024-01-02 19:26:15 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_2471201.zip, id:2215
01-02 19:26:16,064238 [INFOR] [userlog] 当前:2024-01-02 19:26:15 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_2471201.zip, id:2215
01-02 19:26:17,629325 [INFOR] [userlog] 当前:2024-01-02 19:26:17 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_243701.zip, id:2216
01-02 19:26:18,101730 [INFOR] [userlog] 当前:2024-01-02 19:26:17 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_243701.zip, id:2216
01-02 19:26:19,767281 [INFOR] [userlog] 当前:2024-01-02 19:26:19 用户:wwh 创建固件扫描任务:Vigor2710_v3.6.3_A_2431301.zip, id:2217
01-02 19:26:20,281337 [INFOR] [userlog] 当前:2024-01-02 19:26:20 用户:wwh 开始固件扫描任务:Vigor2710_v3.6.3_A_2431301.zip, id:2217
01-02 19:26:21,680238 [INFOR] [userlog] 当前:2024-01-02 19:26:21 用户:wwh 创建固件扫描任务:Vigor2710_AnnexB_2111302.zip, id:2218
01-02 19:26:22,135665 [INFOR] [userlog] 当前:2024-01-02 19:26:21 用户:wwh 开始固件扫描任务:Vigor2710_AnnexB_2111302.zip, id:2218
01-02 19:26:23,496298 [INFOR] [userlog] 当前:2024-01-02 19:26:23 用户:wwh 创建固件扫描任务:Vigor2710_AnnexA_STD.zip, id:2219
01-02 19:26:24,058554 [INFOR] [userlog] 当前:2024-01-02 19:26:23 用户:wwh 开始固件扫描任务:Vigor2710_AnnexA_STD.zip, id:2219
01-02 19:26:25,392724 [INFOR] [userlog] 当前:2024-01-02 19:26:25 用户:wwh 创建固件扫描任务:Vigor2710_AnnexB_STD.zip, id:2220
01-02 19:26:25,890318 [INFOR] [userlog] 当前:2024-01-02 19:26:25 用户:wwh 开始固件扫描任务:Vigor2710_AnnexB_STD.zip, id:2220
01-02 19:26:27,229418 [INFOR] [userlog] 当前:2024-01-02 19:26:27 用户:wwh 创建固件扫描任务:Vigor2710_AnnexB_2121302.zip, id:2221
01-02 19:26:27,681393 [INFOR] [userlog] 当前:2024-01-02 19:26:27 用户:wwh 开始固件扫描任务:Vigor2710_AnnexB_2121302.zip, id:2221
01-02 19:26:29,022151 [INFOR] [userlog] 当前:2024-01-02 19:26:29 用户:wwh 创建固件扫描任务:Vigor2710_AnnexB_2111312.zip, id:2222
01-02 19:26:29,552718 [INFOR] [userlog] 当前:2024-01-02 19:26:29 用户:wwh 开始固件扫描任务:Vigor2710_AnnexB_2111312.zip, id:2222
01-02 19:26:30,861692 [INFOR] [userlog] 当前:2024-01-02 19:26:30 用户:wwh 创建固件扫描任务:Vigor2710_AnnexB_214702.zip, id:2223
01-02 19:26:31,386412 [INFOR] [userlog] 当前:2024-01-02 19:26:31 用户:wwh 开始固件扫描任务:Vigor2710_AnnexB_214702.zip, id:2223
01-02 19:26:32,891958 [INFOR] [userlog] 当前:2024-01-02 19:26:32 用户:wwh 创建固件扫描任务:Vigor2710_AnnexA_2211201.zip, id:2224
01-02 19:26:33,324713 [INFOR] [userlog] 当前:2024-01-02 19:26:33 用户:wwh 开始固件扫描任务:Vigor2710_AnnexA_2211201.zip, id:2224
01-02 19:26:34,615978 [INFOR] [userlog] 当前:2024-01-02 19:26:34 用户:wwh 创建固件扫描任务:Vigor2710_AnnexA_211011.zip, id:2225
01-02 19:26:35,171102 [INFOR] [userlog] 当前:2024-01-02 19:26:34 用户:wwh 开始固件扫描任务:Vigor2710_AnnexA_211011.zip, id:2225
01-02 19:26:36,577300 [INFOR] [userlog] 当前:2024-01-02 19:26:36 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexA 211011.zip, id:2226
01-02 19:26:37,068133 [INFOR] [userlog] 当前:2024-01-02 19:26:36 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexA 211011.zip, id:2226
01-02 19:26:38,494750 [INFOR] [userlog] 当前:2024-01-02 19:26:38 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexA 211801.zip, id:2227
01-02 19:26:38,975386 [INFOR] [userlog] 当前:2024-01-02 19:26:38 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexA 211801.zip, id:2227
01-02 19:26:40,434859 [INFOR] [userlog] 当前:2024-01-02 19:26:40 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexB 2111312.zip, id:2228
01-02 19:26:40,963473 [INFOR] [userlog] 当前:2024-01-02 19:26:40 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexB 2111312.zip, id:2228
01-02 19:26:42,652202 [INFOR] [userlog] 当前:2024-01-02 19:26:42 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexB 2121302.zip, id:2229
01-02 19:26:43,109434 [INFOR] [userlog] 当前:2024-01-02 19:26:42 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexB 2121302.zip, id:2229
01-02 19:26:44,629232 [INFOR] [userlog] 当前:2024-01-02 19:26:44 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexA 2211201.zip, id:2230
01-02 19:26:45,114199 [INFOR] [userlog] 当前:2024-01-02 19:26:44 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexA 2211201.zip, id:2230
01-02 19:26:46,660300 [INFOR] [userlog] 当前:2024-01-02 19:26:46 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexB 214702.zip, id:2231
01-02 19:26:47,247240 [INFOR] [userlog] 当前:2024-01-02 19:26:46 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexB 214702.zip, id:2231
01-02 19:26:48,819445 [INFOR] [userlog] 当前:2024-01-02 19:26:48 用户:wwh 创建固件扫描任务:Vigor2710 V3.3.2 AnnexB 2111112.zip, id:2232
01-02 19:26:49,333944 [INFOR] [userlog] 当前:2024-01-02 19:26:49 用户:wwh 开始固件扫描任务:Vigor2710 V3.3.2 AnnexB 2111112.zip, id:2232
01-02 19:26:50,508112 [INFOR] [userlog] 当前:2024-01-02 19:26:50 用户:wwh 创建固件扫描任务:Quick Start Guide V2.0.zip, id:2233
01-02 19:26:50,980721 [INFOR] [userlog] 当前:2024-01-02 19:26:50 用户:wwh 开始固件扫描任务:Quick Start Guide V2.0.zip, id:2233
01-02 19:26:52,001454 [INFOR] [userlog] 当前:2024-01-02 19:26:51 用户:wwh 创建固件扫描任务:english.zip, id:2234
01-02 19:26:52,545715 [INFOR] [userlog] 当前:2024-01-02 19:26:52 用户:wwh 开始固件扫描任务:english.zip, id:2234
01-02 19:26:53,574509 [INFOR] [userlog] 当前:2024-01-02 19:26:53 用户:wwh 创建固件扫描任务:v2.5.5_eng.zip, id:2235
01-02 19:26:54,053275 [INFOR] [userlog] 当前:2024-01-02 19:26:53 用户:wwh 开始固件扫描任务:v2.5.5_eng.zip, id:2235
01-02 19:26:55,162853 [INFOR] [userlog] 当前:2024-01-02 19:26:55 用户:wwh 创建固件扫描任务:v2.5.5_cn.zip, id:2236
01-02 19:26:55,740119 [INFOR] [userlog] 当前:2024-01-02 19:26:55 用户:wwh 开始固件扫描任务:v2.5.5_cn.zip, id:2236
01-02 19:26:56,874541 [INFOR] [userlog] 当前:2024-01-02 19:26:56 用户:wwh 创建固件扫描任务:User_Guide_Traditional_2.1.zip, id:2237
01-02 19:26:57,434301 [INFOR] [userlog] 当前:2024-01-02 19:26:57 用户:wwh 开始固件扫描任务:User_Guide_Traditional_2.1.zip, id:2237
01-02 19:26:58,632241 [INFOR] [userlog] 当前:2024-01-02 19:26:58 用户:wwh 创建固件扫描任务:User_Guide_English_2.1.zip, id:2238
01-02 19:26:59,203077 [INFOR] [userlog] 当前:2024-01-02 19:26:58 用户:wwh 开始固件扫描任务:User_Guide_English_2.1.zip, id:2238
01-02 19:27:00,420163 [INFOR] [userlog] 当前:2024-01-02 19:27:00 用户:wwh 创建固件扫描任务:Quick_Start_Guide_2.0.zip, id:2239
01-02 19:27:00,938543 [INFOR] [userlog] 当前:2024-01-02 19:27:00 用户:wwh 开始固件扫描任务:Quick_Start_Guide_2.0.zip, id:2239
01-02 19:27:02,587093 [INFOR] [userlog] 当前:2024-01-02 19:27:02 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_244001.zip, id:2240
01-02 19:27:03,194481 [INFOR] [userlog] 当前:2024-01-02 19:27:02 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_244001.zip, id:2240
01-02 19:27:05,130433 [INFOR] [userlog] 当前:2024-01-02 19:27:04 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_243601.zip, id:2241
01-02 19:27:05,747177 [INFOR] [userlog] 当前:2024-01-02 19:27:05 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_243601.zip, id:2241
01-02 19:27:07,326104 [INFOR] [userlog] 当前:2024-01-02 19:27:07 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_2121501.zip, id:2242
01-02 19:27:07,804277 [INFOR] [userlog] 当前:2024-01-02 19:27:07 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_2121501.zip, id:2242
01-02 19:27:09,460397 [INFOR] [userlog] 当前:2024-01-02 19:27:09 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA__STD211801.zip, id:2243
01-02 19:27:09,977488 [INFOR] [userlog] 当前:2024-01-02 19:27:09 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA__STD211801.zip, id:2243
01-02 19:27:12,001937 [INFOR] [userlog] 当前:2024-01-02 19:27:11 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_232201.zip, id:2244
01-02 19:27:12,556796 [INFOR] [userlog] 当前:2024-01-02 19:27:12 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_232201.zip, id:2244
01-02 19:27:14,165414 [INFOR] [userlog] 当前:2024-01-02 19:27:14 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_2211201.zip, id:2245
01-02 19:27:14,717498 [INFOR] [userlog] 当前:2024-01-02 19:27:14 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_2211201.zip, id:2245
01-02 19:27:16,204435 [INFOR] [userlog] 当前:2024-01-02 19:27:16 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_243701.zip, id:2246
01-02 19:27:16,708601 [INFOR] [userlog] 当前:2024-01-02 19:27:16 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_243701.zip, id:2246
01-02 19:27:18,271090 [INFOR] [userlog] 当前:2024-01-02 19:27:18 用户:wwh 创建固件扫描任务:Vigor2850_AnnexA_2471201.zip, id:2247
01-02 19:27:18,805066 [INFOR] [userlog] 当前:2024-01-02 19:27:18 用户:wwh 开始固件扫描任务:Vigor2850_AnnexA_2471201.zip, id:2247
01-02 19:27:20,504771 [INFOR] [userlog] 当前:2024-01-02 19:27:20 用户:wwh 创建固件扫描任务:Vigor2850_AnnexB_246302.zip, id:2248
01-02 19:27:21,036846 [INFOR] [userlog] 当前:2024-01-02 19:27:20 用户:wwh 开始固件扫描任务:Vigor2850_AnnexB_246302.zip, id:2248
01-02 19:27:22,709365 [INFOR] [userlog] 当前:2024-01-02 19:27:22 用户:wwh 创建固件扫描任务:Vigor2850_AnnexB_215202.zip, id:2249
01-02 19:27:23,220340 [INFOR] [userlog] 当前:2024-01-02 19:27:22 用户:wwh 开始固件扫描任务:Vigor2850_AnnexB_215202.zip, id:2249
01-02 19:27:24,817060 [INFOR] [userlog] 当前:2024-01-02 19:27:24 用户:wwh 创建固件扫描任务:Vigor2850_AnnexB__STD2111112.zip, id:2250
01-02 19:27:25,268129 [INFOR] [userlog] 当前:2024-01-02 19:27:25 用户:wwh 开始固件扫描任务:Vigor2850_AnnexB__STD2111112.zip, id:2250
01-02 19:27:27,025021 [INFOR] [userlog] 当前:2024-01-02 19:27:27 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_2211201.zip, id:2251
01-02 19:27:27,464977 [INFOR] [userlog] 当前:2024-01-02 19:27:27 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_2211201.zip, id:2251
01-02 19:27:29,170363 [INFOR] [userlog] 当前:2024-01-02 19:27:29 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_232201.zip, id:2252
01-02 19:27:29,724595 [INFOR] [userlog] 当前:2024-01-02 19:27:29 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_232201.zip, id:2252
01-02 19:27:31,240983 [INFOR] [userlog] 当前:2024-01-02 19:27:31 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_2471201.zip, id:2253
01-02 19:27:31,699140 [INFOR] [userlog] 当前:2024-01-02 19:27:31 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_2471201.zip, id:2253
01-02 19:27:33,432173 [INFOR] [userlog] 当前:2024-01-02 19:27:33 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_243601.zip, id:2254
01-02 19:27:33,916497 [INFOR] [userlog] 当前:2024-01-02 19:27:33 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_243601.zip, id:2254
01-02 19:27:35,601525 [INFOR] [userlog] 当前:2024-01-02 19:27:35 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_243701.zip, id:2255
01-02 19:27:36,152228 [INFOR] [userlog] 当前:2024-01-02 19:27:35 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_243701.zip, id:2255
01-02 19:27:37,786439 [INFOR] [userlog] 当前:2024-01-02 19:27:37 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_2121501.zip, id:2256
01-02 19:27:38,287428 [INFOR] [userlog] 当前:2024-01-02 19:27:38 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_2121501.zip, id:2256
01-02 19:27:39,971103 [INFOR] [userlog] 当前:2024-01-02 19:27:39 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A__STD.zip, id:2257
01-02 19:27:40,523030 [INFOR] [userlog] 当前:2024-01-02 19:27:40 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A__STD.zip, id:2257
01-02 19:27:42,450322 [INFOR] [userlog] 当前:2024-01-02 19:27:42 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_244001.zip, id:2258
01-02 19:27:43,095932 [INFOR] [userlog] 当前:2024-01-02 19:27:42 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_244001.zip, id:2258
01-02 19:27:44,715095 [INFOR] [userlog] 当前:2024-01-02 19:27:44 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_A_2431301.zip, id:2259
01-02 19:27:45,188098 [INFOR] [userlog] 当前:2024-01-02 19:27:44 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_A_2431301.zip, id:2259
01-02 19:27:46,831383 [INFOR] [userlog] 当前:2024-01-02 19:27:46 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_2111302.zip, id:2260
01-02 19:27:47,337203 [INFOR] [userlog] 当前:2024-01-02 19:27:47 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_2111302.zip, id:2260
01-02 19:27:49,195453 [INFOR] [userlog] 当前:2024-01-02 19:27:49 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_214702.zip, id:2261
01-02 19:27:49,753868 [INFOR] [userlog] 当前:2024-01-02 19:27:49 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_214702.zip, id:2261
01-02 19:27:51,424760 [INFOR] [userlog] 当前:2024-01-02 19:27:51 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_2111312.zip, id:2262
01-02 19:27:51,897724 [INFOR] [userlog] 当前:2024-01-02 19:27:51 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_2111312.zip, id:2262
01-02 19:27:53,561176 [INFOR] [userlog] 当前:2024-01-02 19:27:53 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_246302.zip, id:2263
01-02 19:27:54,043179 [INFOR] [userlog] 当前:2024-01-02 19:27:53 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_246302.zip, id:2263
01-02 19:27:55,613331 [INFOR] [userlog] 当前:2024-01-02 19:27:55 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B__STD.zip, id:2264
01-02 19:27:56,169226 [INFOR] [userlog] 当前:2024-01-02 19:27:55 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B__STD.zip, id:2264
01-02 19:27:58,483026 [INFOR] [userlog] 当前:2024-01-02 19:27:58 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_215202.zip, id:2265
01-02 19:27:59,005676 [INFOR] [userlog] 当前:2024-01-02 19:27:58 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_215202.zip, id:2265
01-02 19:28:00,655778 [INFOR] [userlog] 当前:2024-01-02 19:28:00 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.2_B_2121302.zip, id:2266
01-02 19:28:01,119926 [INFOR] [userlog] 当前:2024-01-02 19:28:00 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.2_B_2121302.zip, id:2266
01-02 19:28:02,755958 [INFOR] [userlog] 当前:2024-01-02 19:28:02 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_2111302.zip, id:2267
01-02 19:28:03,198100 [INFOR] [userlog] 当前:2024-01-02 19:28:02 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_2111302.zip, id:2267
01-02 19:28:04,890810 [INFOR] [userlog] 当前:2024-01-02 19:28:04 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_2121302.zip, id:2268
01-02 19:28:05,447124 [INFOR] [userlog] 当前:2024-01-02 19:28:05 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_2121302.zip, id:2268
01-02 19:28:07,237365 [INFOR] [userlog] 当前:2024-01-02 19:28:07 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_214702.zip, id:2269
01-02 19:28:07,739691 [INFOR] [userlog] 当前:2024-01-02 19:28:07 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_214702.zip, id:2269
01-02 19:28:09,581057 [INFOR] [userlog] 当前:2024-01-02 19:28:09 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_246302.zip, id:2270
01-02 19:28:10,110186 [INFOR] [userlog] 当前:2024-01-02 19:28:09 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_246302.zip, id:2270
01-02 19:28:11,756012 [INFOR] [userlog] 当前:2024-01-02 19:28:11 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B__STD.zip, id:2271
01-02 19:28:12,276791 [INFOR] [userlog] 当前:2024-01-02 19:28:11 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B__STD.zip, id:2271
01-02 19:28:14,288843 [INFOR] [userlog] 当前:2024-01-02 19:28:14 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_215202.zip, id:2272
01-02 19:28:14,821576 [INFOR] [userlog] 当前:2024-01-02 19:28:14 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_215202.zip, id:2272
01-02 19:28:16,444641 [INFOR] [userlog] 当前:2024-01-02 19:28:16 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_B_2111312.zip, id:2273
01-02 19:28:16,969528 [INFOR] [userlog] 当前:2024-01-02 19:28:16 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_B_2111312.zip, id:2273
01-02 19:28:18,773776 [INFOR] [userlog] 当前:2024-01-02 19:28:18 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_2121501.zip, id:2274
01-02 19:28:19,412227 [INFOR] [userlog] 当前:2024-01-02 19:28:19 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_2121501.zip, id:2274
01-02 19:28:21,132640 [INFOR] [userlog] 当前:2024-01-02 19:28:21 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_244001.zip, id:2275
01-02 19:28:21,705895 [INFOR] [userlog] 当前:2024-01-02 19:28:21 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_244001.zip, id:2275
01-02 19:28:23,301446 [INFOR] [userlog] 当前:2024-01-02 19:28:23 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_2431301.zip, id:2276
01-02 19:28:23,900753 [INFOR] [userlog] 当前:2024-01-02 19:28:23 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_2431301.zip, id:2276
01-02 19:28:25,775013 [INFOR] [userlog] 当前:2024-01-02 19:28:25 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_243701.zip, id:2277
01-02 19:28:26,281189 [INFOR] [userlog] 当前:2024-01-02 19:28:26 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_243701.zip, id:2277
01-02 19:28:27,986008 [INFOR] [userlog] 当前:2024-01-02 19:28:27 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_243601.zip, id:2278
01-02 19:28:28,486752 [INFOR] [userlog] 当前:2024-01-02 19:28:28 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_243601.zip, id:2278
01-02 19:28:30,108451 [INFOR] [userlog] 当前:2024-01-02 19:28:30 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_2211201.zip, id:2279
01-02 19:28:30,738910 [INFOR] [userlog] 当前:2024-01-02 19:28:30 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_2211201.zip, id:2279
01-02 19:28:32,269829 [INFOR] [userlog] 当前:2024-01-02 19:28:32 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_2471201.zip, id:2280
01-02 19:28:32,799346 [INFOR] [userlog] 当前:2024-01-02 19:28:32 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_2471201.zip, id:2280
01-02 19:28:34,666386 [INFOR] [userlog] 当前:2024-01-02 19:28:34 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A__STD.zip, id:2281
01-02 19:28:35,194758 [INFOR] [userlog] 当前:2024-01-02 19:28:34 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A__STD.zip, id:2281
01-02 19:28:37,154415 [INFOR] [userlog] 当前:2024-01-02 19:28:37 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.1_A_232201.zip, id:2282
01-02 19:28:37,643673 [INFOR] [userlog] 当前:2024-01-02 19:28:37 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.1_A_232201.zip, id:2282
01-02 19:28:38,513349 [INFOR] [userlog] 当前:2024-01-02 19:28:38 用户:wwh 创建固件扫描任务:V2850 3.6.3_PR & PPT.zip, id:2283
01-02 19:28:38,998878 [INFOR] [userlog] 当前:2024-01-02 19:28:38 用户:wwh 开始固件扫描任务:V2850 3.6.3_PR & PPT.zip, id:2283
01-02 19:28:40,745431 [INFOR] [userlog] 当前:2024-01-02 19:28:40 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_2211201.zip, id:2284
01-02 19:28:41,305791 [INFOR] [userlog] 当前:2024-01-02 19:28:41 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_2211201.zip, id:2284
01-02 19:28:43,042616 [INFOR] [userlog] 当前:2024-01-02 19:28:43 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_243701.zip, id:2285
01-02 19:28:43,536639 [INFOR] [userlog] 当前:2024-01-02 19:28:43 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_243701.zip, id:2285
01-02 19:28:46,668133 [INFOR] [userlog] 当前:2024-01-02 19:28:45 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_244001.zip, id:2286
01-02 19:28:48,650609 [INFOR] [userlog] 当前:2024-01-02 19:28:48 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_244001.zip, id:2286
01-02 19:28:51,070119 [INFOR] [userlog] 当前:2024-01-02 19:28:51 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_243601.zip, id:2287
01-02 19:28:51,585524 [INFOR] [userlog] 当前:2024-01-02 19:28:51 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_243601.zip, id:2287
01-02 19:28:53,324233 [INFOR] [userlog] 当前:2024-01-02 19:28:53 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_STD.zip, id:2288
01-02 19:28:53,811170 [INFOR] [userlog] 当前:2024-01-02 19:28:53 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_STD.zip, id:2288
01-02 19:28:55,452048 [INFOR] [userlog] 当前:2024-01-02 19:28:55 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_2471201.zip, id:2289
01-02 19:28:56,414136 [INFOR] [userlog] 当前:2024-01-02 19:28:55 用户:wwh 开始固件扫描任务:Vigor2850_v3.6.3_A_2471201.zip, id:2289
01-02 19:28:58,163000 [INFOR] [userlog] 当前:2024-01-02 19:28:58 用户:wwh 创建固件扫描任务:Vigor2850_v3.6.3_A_232201.zip, id:2290
